p99,p133,p128,p131
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,647,983,983
983,522,838,983
983,320,587,983
983,254,239,983
983,529,260,331
983,890,983,923
983,853,742,823
983,472,983,983
4,523,983,983
940,983,983,983
983,983,983,983
8,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
978,983,983,983
738,983,983,983
684,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
703,983,983,983
983,983,983,983
356,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,0,0
983,983,983,0
983,983,983,0
983,983,983,983
983,983,983,983
983,204,724,983
983,335,852,983
983,205,218,983
983,222,221,983
983,314,474,885
983,321,523,629
983,606,690,766
983,753,983,877
983,797,983,983
983,920,983,983
983,983,983,967
983,983,983,939
983,983,983,983
983,832,936,983
983,540,495,973
983,402,504,742
983,460,663,413
983,562,687,323
983,983,983,711
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
942,983,983,983
707,983,983,983
756,983,983,983
722,983,983,983
881,983,983,983
983,983,983,983
704,983,983,983
387,983,983,983
230,983,983,983
98,983,983,983
65,983,983,983
39,982,983,983
0,748,928,789
0,936,785,983
0,974,951,983
0,843,966,983
0,848,786,983
16,546,757,983
44,432,694,772
43,397,546,590
123,402,385,421
185,325,296,454
410,271,282,454
618,675,502,452
701,983,708,563
983,983,983,897
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
774,983,983,983
142,983,983,983
404,983,983,983
195,983,983,983
231,983,983,983
504,839,983,983
627,983,983,983
974,983,983,983
983,983,983,983
983,983,983,983
983,969,983,983
983,810,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,605
983,970,946,322
983,578,575,328
983,461,330,872
894,504,666,631
983,560,542,513
983,468,387,430
977,316,262,308
947,244,200,247
728,185,155,148
660,154,80,173
663,83,68,136
688,54,67,71
652,60,66,25
623,71,64,31
736,69,71,47
810,103,108,64
826,194,184,104
646,271,257,153
624,393,356,262
428,493,454,398
205,594,572,536
171,679,665,577
167,743,713,754
237,782,790,847
289,918,983,983
318,983,983,983
357,983,979,983
277,983,983,983
309,983,983,983
432,983,983,983
483,983,983,983
678,983,983,983
865,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,802,983,983
983,236,796,983
983,144,133,521
983,159,119,380
965,166,95,301
970,112,150,254
804,150,148,363
695,190,300,648
634,370,343,646
598,264,573,983
447,278,423,983
584,363,411,983
681,446,662,915
681,398,489,820
983,238,874,810
983,682,654,530
983,613,653,350
983,567,525,214
983,663,690,300
983,753,983,983
735,983,983,983
983,983,983,727
983,901,737,710
651,789,758,694
70,590,554,614
15,559,503,468
37,478,421,413
104,469,364,365
87,511,280,387
129,363,295,318
171,329,425,336
283,390,469,319
240,538,424,227
147,461,418,172
65,418,411,151
27,546,593,342
4,511,487,467
0,143,95,264
0,160,270,61
0,360,513,112
0,599,717,434
0,449,495,222
0,300,377,206
42,382,403,142
46,282,308,127
57,267,244,244
71,178,166,178
135,199,288,208
285,244,297,376
578,379,254,460
983,366,280,488
983,172,295,490
983,138,260,457
973,141,105,344
784,80,174,481
737,30,83,354
833,8,35,383
753,0,52,223
683,0,1,120
797,0,0,80
498,0,0,115
525,0,0,38
376,0,0,0
406,0,0,0
256,6,0,0
278,56,0,0
235,49,37,0
274,63,49,22
304,99,62,71
293,176,139,78
295,193,161,96
255,178,139,167
212,165,155,203
147,187,183,180
105,234,240,143
61,250,223,220
53,296,246,250
45,417,549,344
67,514,517,565
106,814,736,612
219,878,826,814
516,983,983,862
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,965,983
983,447,763,848
983,133,441,689
983,291,412,418
925,109,198,279
782,43,214,116
524,8,81,59
135,52,51,1
126,128,0,1
227,105,0,48
146,83,35,86
137,90,0,141
58,407,0,153
46,66,0,111
4,0,0,57
62,0,0,29
64,0,0,0
316,19,0,0
375,128,0,10
345,118,74,167
163,458,81,473
42,756,632,681
0,862,983,894
44,983,983,983
75,983,983,983
210,983,983,983
179,880,983,983
683,785,983,694
844,983,983,755
983,547,983,594
983,983,983,924
983,983,983,983
983,983,983,983
983,983,983,983
983,635,983,983
983,983,983,983
983,983,983,983
983,983,983,983
790,983,983,983
936,983,983,983
978,983,983,983
168,983,983,983
362,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,776,983,983
983,570,983,983
983,620,945,983
983,601,971,983
880,731,827,881
810,801,659,837
564,923,855,775
296,983,873,490
104,983,834,593
63,983,983,983
3,863,983,983
0,983,983,893
0,983,983,983
0,983,983,983
0,983,983,983
22,983,983,983
81,983,983,983
335,983,983,983
552,983,978,955
588,915,887,862
420,846,675,802
199,609,358,554
141,659,303,560
105,432,367,503
80,108,265,333
70,80,192,180
38,126,192,172
0,310,321,269
0,628,822,532
0,810,983,777
0,905,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
58,983,983,983
83,983,983,983
89,983,818,983
138,983,983,983
292,983,983,743
433,983,983,406
507,374,864,523
511,508,680,613
574,526,983,970
627,611,608,684
657,536,243,658
667,373,482,503
406,267,433,361
208,161,316,430
68,77,149,452
0,75,93,355
0,67,58,237
20,67,50,112
75,58,54,73
108,62,64,34
170,73,57,8
208,72,57,5
282,62,52,44
364,67,55,62
462,71,67,95
371,90,79,103
237,85,74,112
251,76,63,157
122,63,76,112
69,46,53,113
25,28,35,104
32,3,2,68
42,0,0,74
63,0,0,54
51,0,0,30
23,0,0,0
22,0,0,0
35,35,13,0
52,46,44,0
64,43,48,0
54,68,76,17
83,128,146,64
250,171,230,121
853,260,377,181
983,471,624,310
983,563,879,454
452,691,784,740
983,925,983,983
983,911,974,950
983,804,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,777,983,983
983,745,743,983
983,878,916,983
983,714,983,983
983,731,983,983
983,703,782,983
983,574,791,983
966,418,480,983
599,394,412,960
358,358,429,746
166,349,352,761
60,351,256,690
0,301,218,424
0,240,242,377
0,318,234,180
0,255,174,140
0,178,209,205
0,219,188,194
1,143,200,215
38,163,151,196
79,144,97,80
288,91,71,59
261,68,70,67
313,60,48,37
374,54,12,56
278,42,4,43
199,7,17,66
328,0,28,62
258,51,74,79
205,53,74,104
156,63,69,135
118,60,100,233
75,49,116,226
52,109,138,399
49,168,128,525
98,314,342,654
138,280,557,557
165,487,938,983
200,454,935,658
267,453,940,983
413,930,847,743
455,589,715,834
569,528,555,538
670,491,336,579
873,385,549,398
983,402,803,548
983,470,314,334
983,431,461,283
983,242,263,323
983,357,458,372
983,600,467,513
983,509,562,548
983,596,706,680
983,611,626,718
983,795,807,759
983,983,983,977
983,983,983,983
975,983,983,983
358,983,983,983
35,983,983,983
17,983,983,983
0,983,983,983
23,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
983,42,983,983
983,397,94,983
983,756,303,983
983,544,195,80
983,574,886,47
875,554,716,175
983,604,929,983
979,963,975,980
815,884,983,983
677,637,945,983
661,490,751,972
560,652,698,970
384,967,983,927
238,983,983,983
269,983,983,983
242,983,983,983
377,983,983,983
541,983,983,983
434,983,983,983
366,983,983,983
941,736,983,983
706,830,983,983
535,983,983,983
611,983,983,763
851,983,983,983
983,983,983,983
779,983,983,983
695,983,983,983
511,983,983,983
454,983,983,983
343,983,983,983
323,983,983,983
249,982,983,983
199,983,983,983
156,913,983,983
79,887,983,983
30,924,908,983
20,840,756,983
14,983,952,983
25,983,983,983
3,983,983,983
0,983,983,983
0,983,983,983
0,903,983,983
0,847,752,983
0,870,655,961
0,476,451,764
57,277,311,511
61,87,262,301
101,74,107,172
166,31,40,84
215,34,2,0
206,0,0,0
186,0,0,0
174,0,0,4
78,0,0,0
0,1,11,0
979,68,47,10
983,63,76,31
983,55,71,30
983,30,53,32
983,0,33,60
983,0,0,181
983,141,5,345
827,200,66,370
865,545,40,351
789,983,51,213
157,983,765,65
983,983,983,77
983,224,983,0
983,653,322,6
983,467,80,58
983,443,556,288
983,487,349,89
983,350,613,383
983,320,504,485
983,812,451,530
983,490,751,576
916,983,691,699
915,983,983,925
798,983,983,900
756,983,983,983
651,983,983,983
636,983,983,983
628,983,983,983
726,983,983,983
540,983,983,983
568,983,983,983
530,983,983,983
497,983,983,983
144,983,983,983
698,983,983,983
719,983,983,983
585,983,983,983
383,983,983,983
282,983,983,983
295,983,983,983
247,983,983,983
363,983,983,983
307,761,983,983
209,507,673,983
168,828,983,983
108,983,983,983
107,983,983,983
101,983,983,983
92,983,983,983
80,983,983,983
59,983,983,983
51,931,983,983
10,877,983,983
9,888,950,983
19,868,983,983
8,857,983,983
23,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,774,983,983
0,699,983,983
3,814,732,983
0,983,819,551
0,983,983,831
0,983,970,638
0,911,844,513
0,751,643,400
0,570,497,308
0,522,412,258
0,534,372,199
0,517,311,160
53,284,302,143
77,183,191,128
71,186,113,98
47,234,137,133
45,360,382,174
15,683,636,206
0,899,759,413
0,967,849,552
1,874,983,749
7,804,766,602
0,774,592,974
26,309,604,983
73,381,447,852
73,336,331,0
39,560,292,0
51,346,333,0
76,359,486,0
106,614,497,5
159,508,275,69
210,292,153,125
266,114,67,96
358,89,62,89
460,74,49,146
631,54,0,160
739,20,0,145
833,0,0,64
983,0,0,24
983,0,0,0
983,0,0,0
983,45,0,0
983,68,57,14
983,114,122,70
983,126,140,126
983,80,82,111
983,73,69,61
983,67,60,57
983,67,48,48
983,60,56,47
983,93,96,67
983,123,128,109
983,109,129,143
983,157,186,123
983,309,323,166
983,498,494,241
983,612,656,376
983,870,983,592
983,983,983,831
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
569,983,983,983
408,983,983,983
230,983,983,983
223,983,983,983
160,983,983,983
107,983,983,983
983,0,983,983
983,313,0,983
983,648,308,983
983,435,983,843
983,336,653,979
983,617,725,983
983,602,652,983
983,593,572,871
983,416,551,731
983,241,401,683
595,166,261,644
742,135,212,685
788,310,278,604
735,607,585,714
591,878,983,983
408,983,983,983
262,983,983,983
153,983,983,983
70,983,983,983
84,983,983,983
98,983,983,983
274,983,983,983
181,983,983,983
242,983,983,983
228,983,983,983
131,983,983,983
58,983,983,983
56,983,983,983
0,983,983,983
17,983,983,983
443,983,983,983
869,983,983,983
983,983,983,983
697,983,983,983
541,983,983,983
273,983,983,983
175,983,983,983
129,983,983,983
118,790,983,983
87,535,983,983
85,458,838,801
22,465,545,575
0,418,606,444
0,406,663,326
0,613,891,552
0,779,983,604
47,763,983,814
49,607,983,585
79,484,898,48
200,408,678,0
342,364,552,0
549,192,353,0
976,0,25,0
983,0,0,0
983,0,0,0
983,22,19,0
983,24,62,0
983,83,169,0
983,390,347,64
983,400,297,224
983,340,315,452
983,487,548,582
983,983,983,807
983,983,983,983
983,983,983,983
983,983,983,983
0,983,983,983
983,983,983,983
0,983,983,983
983,983,983,983
983,983,983,983
983,983,0,983
843,983,0,983
112,0,0,983
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,0,0,0
983,983,983,0
983,983,983,0
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,954,983
983,906,983,983
983,574,816,983
983,470,570,891
983,454,534,703
983,577,613,503
983,957,801,843
983,983,762,530
983,983,983,501
983,983,983,653
983,983,983,270
983,867,634,250
983,854,580,157
983,514,564,195
983,592,503,231
983,631,640,474
983,983,883,658
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
963,983,983,983
801,983,983,983
650,983,983,983
410,983,983,983
349,983,983,983
286,983,983,983
316,983,983,983
379,983,983,983
369,983,983,983
271,983,983,983
234,983,983,983
203,983,983,983
222,983,983,983
241,983,983,983
292,983,983,983
263,929,983,983
229,983,983,983
245,983,983,983
315,983,983,983
362,983,983,983
697,983,983,983
983,983,983,983
983,983,983,983
745,983,983,983
596,975,930,983
365,715,740,983
275,776,530,983
260,924,426,983
128,929,955,983
89,786,983,983
232,374,983,983
553,983,983,983
359,462,983,983
220,391,983,983
170,445,983,983
290,421,739,719
352,164,520,292
420,197,459,326
438,100,247,506
333,151,236,669
246,91,138,585
234,126,245,536
227,983,547,617
292,983,515,854
211,983,951,983
216,983,983,983
323,983,983,983
292,735,983,983
257,698,485,736
263,636,448,953
246,686,478,983
183,555,640,982
155,467,668,974
203,106,727,982
92,88,983,983
84,129,983,840
154,194,983,706
110,158,678,640
138,108,403,402
270,82,226,228
262,39,113,81
176,0,46,64
120,0,0,21
98,19,0,0
74,135,50,63
65,474,251,184
54,571,637,588
60,276,440,545
53,195,213,319
48,221,152,256
44,233,185,271
26,188,193,334
32,81,146,244
31,1,139,132
23,0,88,66
23,26,72,5
33,31,60,0
23,71,55,0
0,208,110,0
0,245,167,0
0,134,185,0
0,99,128,0
0,155,81,0
0,437,125,0
0,540,48,0
7,236,57,0
28,240,187,0
48,344,112,0
75,370,132,0
133,374,211,0
191,482,152,0
288,299,99,6
391,276,100,30
314,255,103,10
224,135,69,0
138,81,47,0
94,47,40,0
61,21,16,0
39,1,0,0
30,10,0,0
15,0,0,0
0,1,0,0
0,53,42,0
0,100,79,71
62,153,121,204
155,223,189,259
352,241,236,336
372,260,275,388
500,324,328,528
944,392,323,476
983,585,562,638
983,858,717,623
983,983,983,774
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,913,983,983
719,923,983,983
681,973,983,983
902,983,983,983
915,983,983,983
956,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,981,983,983
983,677,976,983
983,260,530,848
983,506,321,667
983,448,482,683
755,337,277,524
540,294,347,273
73,282,503,157
0,228,382,29
0,110,405,120
0,158,294,183
106,382,283,179
110,786,90,184
0,139,516,191
37,341,363,195
29,403,289,178
0,199,234,210
546,226,455,239
1,519,713,247
0,596,568,303
60,579,555,279
191,685,800,175
270,611,533,137
169,402,388,181
77,289,186,217
62,133,130,316
17,95,154,284
0,138,237,292
0,146,289,245
6,153,209,210
155,155,128,155
454,182,142,105
983,244,229,79
983,138,244,88
983,67,128,73
947,0,18,77
923,54,55,170
983,89,239,214
983,105,106,96
979,84,138,91
230,116,130,91
333,101,153,52
80,70,97,22
600,42,56,11
822,0,15,0
960,0,23,0
983,0,15,0
952,14,11,0
916,0,0,0
841,0,0,0
799,0,0,0
596,0,0,0
553,0,0,0
503,0,0,0
452,20,0,0
423,48,16,0
320,65,53,2
173,102,105,32
181,153,139,75
141,175,179,75
376,178,203,109
462,212,233,179
617,206,439,258
983,296,541,357
983,273,442,498
983,332,549,770
983,463,546,900
983,433,694,940
983,530,918,983
983,753,983,983
983,983,983,983
983,913,308,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,973,983
983,983,983,983
983,983,983,898
983,569,617,660
983,699,667,447
983,119,113,257
983,199,372,120
983,463,726,485
983,983,983,983
983,279,983,983
983,142,978,983
983,94,524,983
983,105,310,983
348,21,87,282
250,34,65,168
304,42,57,114
414,56,45,74
683,27,57,0
349,0,0,0
99,0,0,0
57,37,0,0
270,81,10,0
241,115,65,0
379,74,119,0
601,97,57,0
615,72,49,0
586,47,56,14
266,166,81,61
122,163,153,65
26,222,231,64
0,448,387,79
0,766,547,233
14,897,638,357
76,983,983,353
171,983,983,267
571,728,972,461
601,572,694,600
468,485,721,303
172,438,468,195
79,351,451,219
179,96,292,177
983,373,139,125
983,300,274,137
726,212,238,82
534,228,197,135
316,153,152,76
244,79,142,46
301,116,80,64
333,222,173,52
353,387,382,18
382,470,505,44
266,612,619,0
223,829,747,0
137,802,910,27
983,835,897,158
277,273,111,161
68,226,133,103
115,392,234,201
143,218,141,121
119,75,75,70
223,36,39,81
235,0,47,74
360,0,0,62
539,0,0,77
983,14,0,25
424,72,40,0
205,118,94,0
210,206,157,54
320,230,192,199
301,245,264,416
399,546,492,514
792,376,477,526
977,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
621,983,983,983
462,983,983,983
760,983,983,983
494,983,983,983
680,983,983,983
983,946,983,983
983,983,983,983
914,983,983,983
789,983,983,715
617,202,863,610
525,273,412,447
477,160,440,268
306,267,316,78
263,386,460,201
242,524,749,473
270,765,922,666
324,807,979,584
358,901,914,979
443,983,983,983
702,983,983,983
983,983,983,784
983,688,751,929
983,595,475,926
983,479,358,813
983,983,944,526
983,863,983,983
983,398,518,872
983,143,172,569
983,60,37,125
983,221,77,81
983,0,0,0
983,0,0,0
983,0,0,27
983,0,1,0
983,23,30,42
983,58,71,25
621,82,76,63
375,52,40,50
148,0,0,57
0,56,0,0
0,131,58,0
20,166,137,0
289,266,131,55
983,372,187,95
730,667,432,117
983,939,595,273
899,983,983,538
983,983,983,520
983,983,983,983
983,983,983,983
983,588,722,983
983,472,352,791
983,433,336,579
770,470,401,556
983,428,393,450
983,397,388,641
983,331,479,729
704,143,406,408
646,171,161,313
779,75,105,210
485,218,219,87
689,515,622,184
983,733,910,626
912,983,983,905
651,861,983,983
290,979,983,983
335,983,983,983
418,983,983,983
458,776,983,983
397,107,547,231
353,138,151,306
228,983,157,903
311,471,698,513
384,250,506,983
509,576,199,983
460,489,475,983
407,460,623,983
475,502,499,733
505,500,433,607
525,508,407,626
448,150,377,577
538,130,296,444
578,184,284,383
718,273,372,242
